timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,373.44000244140625,374.32000732421875,373.29998779296875,373.8800048828125,2066308,0.0,0.0
2025-04-17 09:31:00-04:00,373.864990234375,374.3215026855469,373.20001220703125,373.3192138671875,60279,0.0,0.0
2025-04-17 09:32:00-04:00,373.2699890136719,373.27349853515625,372.6099853515625,372.8900146484375,61305,0.0,0.0
2025-04-17 09:33:00-04:00,372.8900146484375,373.39990234375,372.5,372.8399963378906,99156,0.0,0.0
2025-04-17 09:34:00-04:00,372.9700012207031,373.0,372.0199890136719,372.27630615234375,48316,0.0,0.0
2025-04-17 09:35:00-04:00,372.20001220703125,372.75,372.1300048828125,372.70001220703125,90088,0.0,0.0
2025-04-17 09:36:00-04:00,372.6099853515625,372.7799987792969,372.1000061035156,372.5150146484375,53053,0.0,0.0
2025-04-17 09:37:00-04:00,372.42999267578125,372.6017150878906,371.70001220703125,372.0231018066406,68040,0.0,0.0
2025-04-17 09:38:00-04:00,372.1111145019531,372.1111145019531,371.54998779296875,371.5799865722656,49363,0.0,0.0
2025-04-17 09:39:00-04:00,371.6449890136719,371.80999755859375,371.32000732421875,371.80999755859375,53763,0.0,0.0
2025-04-17 09:40:00-04:00,371.82159423828125,371.82159423828125,371.010009765625,371.6499938964844,76983,0.0,0.0
2025-04-17 09:41:00-04:00,371.5899963378906,372.69000244140625,371.5899963378906,372.54998779296875,79266,0.0,0.0
2025-04-17 09:42:00-04:00,372.54998779296875,372.6000061035156,371.9501037597656,372.29998779296875,42576,0.0,0.0
2025-04-17 09:43:00-04:00,372.3399963378906,372.6050109863281,371.69000244140625,371.8900146484375,76191,0.0,0.0
2025-04-17 09:44:00-04:00,371.8999938964844,372.0199890136719,371.3299865722656,371.625,85330,0.0,0.0
2025-04-17 09:45:00-04:00,371.6449890136719,371.7300109863281,371.12799072265625,371.6199951171875,47319,0.0,0.0
