timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,197.14999389648438,197.1999969482422,196.39999389648438,196.39999389648438,4669856,0.0,0.0
2025-04-17 09:31:00-04:00,196.44000244140625,196.55499267578125,196.08999633789062,196.25999450683594,139416,0.0,0.0
2025-04-17 09:32:00-04:00,196.22999572753906,196.3365020751953,195.36000061035156,195.4716033935547,334628,0.0,0.0
2025-04-17 09:33:00-04:00,195.4199981689453,195.69000244140625,195.27000427246094,195.3300018310547,177471,0.0,0.0
2025-04-17 09:34:00-04:00,195.3350067138672,195.64999389648438,195.05999755859375,195.10000610351562,158129,0.0,0.0
2025-04-17 09:35:00-04:00,195.12579345703125,195.38499450683594,194.8300018310547,195.27000427246094,255045,0.0,0.0
2025-04-17 09:36:00-04:00,195.32949829101562,195.36000061035156,194.72999572753906,194.97000122070312,158651,0.0,0.0
2025-04-17 09:37:00-04:00,194.92999267578125,195.25,194.80999755859375,195.2490997314453,136352,0.0,0.0
2025-04-17 09:38:00-04:00,195.24879455566406,195.2899932861328,194.76170349121094,194.80499267578125,100965,0.0,0.0
2025-04-17 09:39:00-04:00,194.79010009765625,195.05999755859375,194.75,194.97999572753906,131548,0.0,0.0
2025-04-17 09:40:00-04:00,194.97000122070312,195.24000549316406,194.7803955078125,195.22000122070312,134499,0.0,0.0
2025-04-17 09:41:00-04:00,195.2113037109375,195.40989685058594,195.14010620117188,195.34979248046875,123973,0.0,0.0
2025-04-17 09:42:00-04:00,195.331298828125,195.4199981689453,195.08999633789062,195.13999938964844,116358,0.0,0.0
2025-04-17 09:43:00-04:00,195.19000244140625,195.22999572753906,194.87120056152344,194.8800048828125,107508,0.0,0.0
2025-04-17 09:44:00-04:00,194.88499450683594,195.13999938964844,194.77940368652344,194.9409942626953,114550,0.0,0.0
2025-04-17 09:45:00-04:00,194.9250030517578,194.9499969482422,194.6699981689453,194.86000061035156,114391,0.0,0.0
