timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,154.2100067138672,154.3800048828125,153.92999267578125,154.2449951171875,1901217,0.0,0.0
2025-04-17 09:31:00-04:00,154.22999572753906,154.64999389648438,154.1199951171875,154.60499572753906,89377,0.0,0.0
2025-04-17 09:32:00-04:00,154.61000061035156,154.67999267578125,154.42999267578125,154.5399932861328,48329,0.0,0.0
2025-04-17 09:33:00-04:00,154.57000732421875,154.63999938964844,154.02999877929688,154.2100067138672,47467,0.0,0.0
2025-04-17 09:34:00-04:00,154.19000244140625,154.47999572753906,154.17999267578125,154.2100067138672,29567,0.0,0.0
2025-04-17 09:35:00-04:00,154.22000122070312,154.33999633789062,154.02000427246094,154.22999572753906,78092,0.0,0.0
2025-04-17 09:36:00-04:00,154.2100067138672,154.2729034423828,153.80999755859375,154.0,67256,0.0,0.0
2025-04-17 09:37:00-04:00,154.02000427246094,154.25999450683594,153.95440673828125,154.24000549316406,57168,0.0,0.0
2025-04-17 09:38:00-04:00,154.2100067138672,154.24000549316406,153.8000030517578,153.82000732421875,38118,0.0,0.0
2025-04-17 09:39:00-04:00,153.77000427246094,153.8800048828125,153.75,153.8798065185547,76822,0.0,0.0
2025-04-17 09:40:00-04:00,153.89999389648438,153.9199981689453,153.60000610351562,153.8800048828125,75834,0.0,0.0
2025-04-17 09:41:00-04:00,153.8699951171875,154.3300018310547,153.82000732421875,154.3000030517578,75261,0.0,0.0
2025-04-17 09:42:00-04:00,154.2899932861328,154.2899932861328,154.13999938964844,154.19000244140625,47672,0.0,0.0
2025-04-17 09:43:00-04:00,154.19000244140625,154.35000610351562,154.11000061035156,154.11000061035156,48094,0.0,0.0
2025-04-17 09:44:00-04:00,154.14439392089844,154.2998046875,154.0030059814453,154.0655975341797,42310,0.0,0.0
2025-04-17 09:45:00-04:00,154.07000732421875,154.0998992919922,153.86000061035156,153.94000244140625,46476,0.0,0.0
