timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,104.42500305175781,104.47000122070312,104.01499938964844,104.04499816894531,17552343,0.0,0.0
2025-04-17 09:31:00-04:00,104.05000305175781,104.36000061035156,103.23999786376953,103.46499633789062,1727930,0.0,0.0
2025-04-17 09:32:00-04:00,103.45999908447266,103.82959747314453,103.43000030517578,103.48860168457031,1066139,0.0,0.0
2025-04-17 09:33:00-04:00,103.4802017211914,103.62000274658203,103.11000061035156,103.33999633789062,1163177,0.0,0.0
2025-04-17 09:34:00-04:00,103.33499908447266,103.44000244140625,102.91000366210938,102.9800033569336,1275619,0.0,0.0
2025-04-17 09:35:00-04:00,102.9800033569336,103.29000091552734,102.80000305175781,103.25,1423776,0.0,0.0
2025-04-17 09:36:00-04:00,103.26000213623047,103.4000015258789,103.0,103.25,1081825,0.0,0.0
2025-04-17 09:37:00-04:00,103.26000213623047,103.29000091552734,102.95999908447266,103.25990295410156,872310,0.0,0.0
2025-04-17 09:38:00-04:00,103.26000213623047,103.26000213623047,102.91000366210938,102.93900299072266,705356,0.0,0.0
2025-04-17 09:39:00-04:00,102.94029998779297,102.94999694824219,102.70999908447266,102.83509826660156,1079296,0.0,0.0
2025-04-17 09:40:00-04:00,102.83999633789062,102.93000030517578,102.52010345458984,102.62899780273438,1587398,0.0,0.0
2025-04-17 09:41:00-04:00,102.62999725341797,103.20999908447266,102.59989929199219,103.14900207519531,1491103,0.0,0.0
2025-04-17 09:42:00-04:00,103.1500015258789,103.27999877929688,102.83000183105469,102.84010314941406,2994852,0.0,0.0
2025-04-17 09:43:00-04:00,102.8499984741211,103.06999969482422,102.70999908447266,102.75,1054452,0.0,0.0
2025-04-17 09:44:00-04:00,102.76000213623047,102.9749984741211,102.51000213623047,102.65010070800781,1187249,0.0,0.0
2025-04-17 09:45:00-04:00,102.55999755859375,102.55999755859375,102.55999755859375,102.55999755859375,1566985,0.0,0.0
