timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,243.39500427246094,243.8800048828125,242.07339477539062,242.4600067138672,3279030,0.0,0.0
2025-04-17 09:31:00-04:00,242.4600067138672,243.16000366210938,241.60000610351562,242.04989624023438,392693,0.0,0.0
2025-04-17 09:32:00-04:00,242.08999633789062,242.97999572753906,241.41009521484375,241.86000061035156,421591,0.0,0.0
2025-04-17 09:33:00-04:00,241.86000061035156,242.35000610351562,240.7572021484375,241.3000030517578,497441,0.0,0.0
2025-04-17 09:34:00-04:00,241.3350067138672,242.13999938964844,241.0800018310547,241.12420654296875,374774,0.0,0.0
2025-04-17 09:35:00-04:00,241.13999938964844,241.5198974609375,240.2100067138672,241.49000549316406,440964,0.0,0.0
2025-04-17 09:36:00-04:00,241.44000244140625,242.60000610351562,241.05999755859375,241.345703125,513877,0.0,0.0
2025-04-17 09:37:00-04:00,241.42210388183594,241.98989868164062,241.10000610351562,241.82980346679688,233657,0.0,0.0
2025-04-17 09:38:00-04:00,241.8249969482422,241.89990234375,239.7899932861328,239.83999633789062,437838,0.0,0.0
2025-04-17 09:39:00-04:00,239.88999938964844,240.4499053955078,239.44000244140625,240.36500549316406,604291,0.0,0.0
2025-04-17 09:40:00-04:00,240.4199981689453,240.93080139160156,239.9499969482422,240.89500427246094,307305,0.0,0.0
2025-04-17 09:41:00-04:00,240.97000122070312,242.2899932861328,240.839599609375,241.79010009765625,462850,0.0,0.0
2025-04-17 09:42:00-04:00,241.89999389648438,242.07989501953125,241.60000610351562,241.6999969482422,218813,0.0,0.0
2025-04-17 09:43:00-04:00,241.7550048828125,243.0800018310547,241.67010498046875,242.16709899902344,490937,0.0,0.0
2025-04-17 09:44:00-04:00,242.13999938964844,242.97000122070312,241.97000122070312,242.10000610351562,314235,0.0,0.0
2025-04-17 09:45:00-04:00,242.75,242.75,242.75,242.75,414306,0.0,0.0
