timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-04-17 09:30:00-04:00,239.67999267578125,239.67999267578125,238.5,238.80999755859375,265082,0.0,0.0
2025-04-17 09:31:00-04:00,238.50999450683594,239.08999633789062,237.39999389648438,237.39999389648438,5608,0.0,0.0
2025-04-17 09:32:00-04:00,238.13999938964844,238.22999572753906,238.0,238.0,1442,0.0,0.0
2025-04-17 09:33:00-04:00,238.27999877929688,238.8000030517578,237.8800048828125,238.75,5155,0.0,0.0
2025-04-17 09:34:00-04:00,238.69000244140625,239.06800842285156,238.5800018310547,239.02490234375,2871,0.0,0.0
2025-04-17 09:35:00-04:00,238.5800018310547,238.77999877929688,238.3300018310547,238.74000549316406,3209,0.0,0.0
2025-04-17 09:36:00-04:00,238.86000061035156,239.1199951171875,238.4532928466797,238.7899932861328,5139,0.0,0.0
2025-04-17 09:37:00-04:00,238.6999969482422,238.86000061035156,238.27999877929688,238.6699981689453,9264,0.0,0.0
2025-04-17 09:38:00-04:00,238.63999938964844,238.87240600585938,238.44000244140625,238.63999938964844,4732,0.0,0.0
2025-04-17 09:39:00-04:00,238.63999938964844,238.63999938964844,238.24000549316406,238.48500061035156,10867,0.0,0.0
2025-04-17 09:40:00-04:00,238.35000610351562,238.8699951171875,238.2050018310547,238.8000030517578,8304,0.0,0.0
2025-04-17 09:41:00-04:00,238.8300018310547,239.25,238.57000732421875,239.1300048828125,4791,0.0,0.0
2025-04-17 09:42:00-04:00,239.0050048828125,239.61000061035156,239.0050048828125,239.5,7359,0.0,0.0
2025-04-17 09:43:00-04:00,239.5,239.72000122070312,238.92999267578125,238.94000244140625,7750,0.0,0.0
2025-04-17 09:44:00-04:00,238.97000122070312,239.1999969482422,238.75,239.0800018310547,34924,0.0,0.0
2025-04-17 09:45:00-04:00,239.19000244140625,239.25999450683594,238.99000549316406,239.25999450683594,2977,0.0,0.0
